lat,lon,name,admin1,admin2,cc
42.57952,1.65362,El Tarter,Canillo,,AD
42.46372,1.49129,Sant Julia de Loria,Sant Julia de Loria,,AD
42.54277,1.73361,Pas de la Casa,Encamp,,AD
42.55623,1.53319,Ordino,Ordino,,AD
42.50729,1.53414,les Escaldes,Escaldes-Engordany,,AD
42.54499,1.51483,la Massana,La Massana,,AD
42.53474,1.58014,Encamp,Encamp,,AD
42.5676,1.59756,Canillo,Canillo,,AD
42.57205,1.48453,Arinsal,La Massana,,AD
42.50779,1.52109,Andorra la Vella,Andorra la Vella,,AD
25.56473,55.55517,Umm al Qaywayn,Umm al Qaywayn,,AE
25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE
23.14355,53.7881,Muzayri`,Abu Dhabi,,AE
25.33132,56.34199,Khawr Fakkan,Ash Shariqah,,AE
25.0657,55.17128,Dubai,Dubai,,AE
25.59246,56.26176,Dibba Al-Fujairah,Al Fujayrah,,AE
25.61955,56.27291,Dibba Al-Hisn,Al Fujayrah,,AE
25.33737,55.41206,Sharjah,Ash Shariqah,,AE
24.11028,52.73056,Ar Ruways,Abu Dhabi,,AE
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE
24.19167,55.76056,Al Ain,Abu Dhabi,,AE
25.41111,55.43504,Ajman,Ajman,,AE
25.28812,55.88157,Adh Dhayd,Ash Shariqah,,AE
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE
33.54149,69.73446,Zorkot,Khowst,,AF
34.3436,67.90567,Wuleswali Bihsud,Vardak,,AF
34.65389,61.19778,Kuhsan,Herat,,AF
35.3782,64.77457,Lash,Faryab,,AF
35.94831,66.42132,Tukzar,Sar-e Pol,,AF
33.32462,68.44068,Miray,Ghazni,,AF
36.08352,66.84029,Aq Kupruk,Balkh,,AF
33.43778,69.02774,Zurmat,Paktia,,AF
36.52947,71.3441,Zaybak,Badakhshan,,AF
31.9848,65.4736,Ziarat-e Shah Maqsud,Kandahar,,AF
34.34264,61.74675,Zindah Jan,Herat,,AF
32.84734,68.44573,Zarghun Shahr,Paktika,,AF
33.14641,68.79213,Zarah Sharan,Paktika,,AF
30.95962,61.86037,Zaranj,Nimruz,Zaranj,AF
32.3726,66.17708,Zamto Kelay,Kandahar,,AF
37.46572,69.61131,Yangi Qal`ah,Takhar,,AF
32.93742,68.64622,Yahya Khel,Paktika,,AF
32.25122,63.85553,Washer,Helmand,,AF
33.68847,68.40205,Tormay,Ghazni,,AF
33.97509,63.72868,Tulak,Ghowr,,AF
33.69032,63.86361,Titan,Ghowr,,AF
34.59431,61.26895,Tir Pul,Herat,,AF
33.52118,64.42116,Taywarah,Ghowr,,AF
36.88168,70.27674,Bazar-e Tashkan,Badakhshan,,AF
32.62998,65.87806,Tarinkot,Oruzgan,Tarin Kot,AF
36.73605,69.53451,Taloqan,Takhar,,AF
35.69941,66.06164,Tagaw-Bay,Sar-e Pol,,AF
34.85501,69.64917,Tagab,Kapisa,,AF
32.24139,62.94936,Markaz-e Hukumat-e Sultan-e Bakwah,Farah,,AF
31.00575,66.40001,Spin Boldak,Kandahar,,AF
33.20204,69.5152,Sperah,Khowst,,AF
36.09916,66.20823,Sozmah Qal`ah,Sar-e Pol,,AF
35.00553,68.85578,Siyahgird,Parvan,,AF
34.57169,70.58859,Sheywah,Nangarhar,,AF
33.30294,62.1474,Shindand,Herat,,AF
33.28744,69.91283,Shaykh Amir Kelay,Khowst,,AF
35.03975,69.00685,Qashqal,Parvan,,AF
36.66757,65.7529,Shibirghan,Jowzjan,,AF
33.42386,69.37684,Shwak,Paktia,,AF
31.80347,66.32376,Shahr-e Safa,Zabul,,AF
36.97984,70.73928,Shahran,Badakhshan,,AF
34.10737,64.3052,Shahrak,Ghowr,,AF
32.52154,67.41315,`Alaqahdari Shah Joy,Zabul,,AF
33.69056,69.36881,Wuleswali Sayyid Karam,Paktia,,AF
34.00037,68.71346,Markaz-e Sayyidabad,Vardak,,AF
36.13529,65.8297,Sayad,Sar-e Pol,,AF
35.02298,69.35112,Sidqabad,Kapisa,Mahmud-e Raqi,AF
32.56521,67.03324,Sayagaz,Zabul,,AF
33.50998,65.67632,Sar-e Tayghan,Daykundi,,AF
34.58962,69.76005,Sarobi,Kabul,,AF
34.79023,71.10962,Sar Kani,Konar,,AF
32.98333,67.96517,Sarfiraz Kala,Ghazni,,AF
36.21544,65.93249,Sar-e Pul,Sar-e Pol,,AF
35.70177,65.23055,Sar Chakan,Faryab,,AF
32.07275,64.8359,Sangin,Helmand,,AF
33.1396,67.44046,Sang-e Mashah,Ghazni,,AF
35.84972,66.43694,Sang-e Charak,Sar-e Pol,,AF
35.248,63.0044,Sang Atesh,Badghis,,AF
34.40744,70.63937,Sangar Saray,Nangarhar,,AF
36.26468,68.01551,Aibak,Samangan,,AF
35.31999,67.63387,Ru-ye Sang,Bamian,,AF
30.15,62.6,Rudbar,Nimruz,,AF
37.12604,69.83045,Rustaq,Takhar,,AF
34.79951,62.13917,Rabat-e Sangi-ye Pa'in,Herat,,AF
33.52234,68.6264,Ramak,Ghazni,,AF
36.91939,65.0649,Qurghan,Faryab,,AF
34.06183,66.27801,Quchanghi,Daykundi,,AF
35.68747,64.29318,Sangalak-i-Kaisar,Faryab,,AF
37.41853,66.04358,Qarqin,Jowzjan,,AF
34.55402,70.24292,Qarghah'i,Laghman,,AF
37.03999,66.78891,Qarchi Gak,Balkh,,AF
37.21959,68.7802,Qarawul,Kunduz,,AF
34.94023,61.77589,Qarah Bagh,Herat,,AF
33.19801,68.10798,Qarah Bagh,Ghazni,,AF
34.98735,63.12891,Qala i Naw,Badghis,,AF
38.04119,70.47298,Qal`ah-ye Kuf,Badakhshan,,AF
32.61591,63.66681,Qal`ah-ye Kuhnah,Farah,,AF
35.54729,65.5676,Qal`ah-ye Shahr,Sar-e Pol,,AF
32.10575,66.90833,Qalat,Zabul,,AF
34.64921,70.5914,Qal`ah-ye Shahi,Nangarhar,,AF
34.8085,63.43003,Qadis,Badghis,,AF
35.42064,70.92261,Parun,Nurestan,Parun,AF
35.94458,68.71512,Pul-e Khumri,Wilayat-e Baghlan,,AF
33.99529,69.02274,Pul-e `Alam,Lowgar,,AF
35.76664,65.76486,Pasnay,Sar-e Pol,,AF
31.5572,65.4343,Pashmul,Kandahar,,AF
33.68956,64.8531,Pasaband,Ghowr,,AF
34.38795,67.02327,Panjab,Bamian,,AF
34.58787,68.95091,Paghman,Kabul,,AF
32.90029,68.79627,Omnah,Paktika,,AF
34.36972,63.17639,Qaryeh-ye Owbeh,Herat,,AF
32.92775,66.63253,Uruzgan,Oruzgan,,AF
32.94111,69.18,Urgun,Paktika,,AF
38.4435,70.80413,Nusay,Badakhshan,,AF
34.61341,70.76498,Nurgal,Konar,,AF
32.40315,64.46959,Now Zad,Helmand,,AF
33.72178,66.13023,Nili,Daykundi,,AF
34.73414,66.95292,Nayak,Bamian,,AF
32.5723,66.77403,Nayak,Zabul,,AF
35.62398,70.00511,Now Dahanak,Panjshir,,AF
33.89793,67.95652,Okak,Ghazni,,AF
35.21995,71.52284,Naray,Konar,,AF
34.76009,71.04738,Narang,Konar,,AF
33.18934,69.27179,Nikeh,Paktika,,AF
36.0649,69.13343,Nahrin,Wilayat-e Baghlan,,AF
31.64286,64.23982,Hukumat-e Nad `Ali,Helmand,,AF
32.44565,64.74486,Musa Qal`ah,Helmand,,AF
35.58408,63.32886,Bala Murghab,Badghis,,AF
32.82009,67.76934,Muqer,Ghazni,,AF
34.21422,69.10026,Muhammad Aghah Wuluswali,Lowgar,,AF
32.17635,66.51271,Mizan `Alaqahdari,Zabul,,AF
34.74999,69.11899,Mir Bachah Kot,Kabul,,AF
34.22037,68.31259,Miran,Vardak,,AF
30.43624,61.8383,Mirabad,Nimruz,,AF
35.92139,64.78361,Maymana,Faryab,,AF
33.64916,69.7812,Maidan Khulah,Paktia,,AF
37.0279,66.12817,Mingajik,Jowzjan,,AF
34.67139,70.20944,Mehtar Lam,Laghman,,AF
36.70904,67.11087,Mazar-e Sharif,Balkh,,AF
38.40856,71.03839,Maymay,Badakhshan,,AF
33.24001,68.8663,Muta Khan,Paktika,,AF
36.81665,70.10211,Mashhad,Badakhshan,,AF
36.99252,66.29654,Mardian,Jowzjan,,AF
35.28403,70.17017,Mandol,Nurestan,,AF
34.24494,69.9968,Mama Khel,Nangarhar,,AF
31.59382,64.37161,Lashkar Gah,Helmand,,AF
31.71382,61.62272,Lash-e Juwayn,Farah,,AF
35.48936,66.66409,Larkird,Sar-e Pol,,AF
34.50141,66.27997,La`l,Ghowr,,AF
33.29565,61.95221,Kushk,Herat,,AF
34.10319,70.46073,Kotowal,Nangarhar,,AF
34.8711,62.54762,Kushk-e Kuhnah,Herat,,AF
36.02866,70.77258,`Alaqahdari Kiran wa Munjan,Badakhshan,,AF
36.72895,68.857,Kunduz,Kunduz,,AF
33.99916,69.21582,Khoshi,Lowgar,,AF
32.68567,68.23801,Khoshamand,Paktika,,AF
37.06588,69.42126,Khwajah Ghar,Takhar,,AF
36.82881,65.62432,Khwajah Du Koh,Jowzjan,,AF
37.88965,70.21875,Deh Khwahan,Badakhshan,,AF
33.4948,70.00605,Khulbisat,Khowst,,AF
31.56267,66.5814,Khugyani,Kandahar,,AF
33.33951,69.92041,Khost,Khowst,,AF
36.69736,67.69826,Khulm,Balkh,,AF
35.17835,67.68758,Khudaydad Khel,Bamian,,AF
35.58908,68.90093,Khinjan,Wilayat-e Baghlan,,AF
35.42898,69.73482,Khinj,Panjshir,,AF
31.52919,62.79055,Khash,Nimruz,,AF
30.5488,63.7888,Khan Neshin,Helmand,,AF
36.62587,69.53695,Khanaqah,Takhar,,AF
37.00108,65.22392,Chahar Bagh,Faryab,,AF
36.95127,72.318,Khandud,Badakhshan,,AF
36.86279,66.16656,Khanaqah,Jowzjan,,AF
36.6825,69.11556,Khanabad,Kunduz,,AF
37.5275,65.75833,Khamyab,Jowzjan,,AF
32.8385,67.07377,Khakiran,Zabul,,AF
34.24088,70.18274,Kazhah,Nangarhar,,AF
31.62519,65.05511,Kishk-e Nakhud,Kandahar,,AF
34.48108,62.5863,Karukh,Herat,,AF
34.9536,70.77897,Kanday,Konar,,AF
31.61332,65.71013,Kandahar,Kandahar,,AF
33.83676,68.40233,Kalan Deh,Vardak,,AF
34.78371,69.15001,Kalakan,Kabul,,AF
36.77226,69.94489,Kalafgan,Takhar,,AF
33.20357,65.47311,Kajran,Daykundi,,AF
34.12819,70.71828,Kai,Nangarhar,,AF
34.52813,69.17233,Kabul,Kabul,,AF
36.86477,70.83421,Jurm,Badakhshan,,AF
35.06361,64.14917,Jawand,Badghis,,AF
32.76315,68.39722,Jani Khel,Paktika,,AF
34.4708,68.65438,Jalrez,Vardak,,AF
34.42647,70.45153,Jalalabad,Nangarhar,,AF
35.11833,69.23778,Jabal os Saraj,Parvan,,AF
31.98303,67.33558,Hukumat-e Shinkai,Zabul,,AF
34.34817,62.19967,Herat,Herat,,AF
35.10922,69.43341,Haji Khel,Kapisa,,AF
37.05643,70.40061,Hafiz Moghul,Badakhshan,,AF
34.28665,70.37247,Khafizan,Nangarhar,,AF
34.21223,62.21235,Guzarah,Herat,,AF
34.35822,70.76264,Goshtah,Nangarhar,,AF
32.50989,68.85598,Gomal Kelay,Paktika,,AF
32.72692,67.63696,`Alaqahdari Gelan,Ghazni,,AF
34.3448,61.49321,Ghoriyan,Herat,,AF
35.73062,63.78264,Ghormach,Badghis,Ghormach,AF
36.5222,70.79063,Ghurayd Gharame,Badakhshan,,AF
33.55391,68.42096,Ghazni,Ghazni,,AF
31.82089,64.57005,Gereshk,Helmand,,AF
33.59744,69.22592,Gardez,Paktia,,AF
37.11664,70.58002,Fayzabad,Badakhshan,,AF
36.82091,66.45921,Faizabad,Jowzjan,,AF
36.29111,64.86222,Fayzabad,Faryab,,AF
33.78529,63.24735,Qal`ah-ye Farsi,Herat,,AF
36.57288,69.85783,Farkhar,Takhar,,AF
32.37451,62.11638,Farah,Farah,,AF
34.83268,69.07756,Istalif,Kabul,,AF
34.66667,61.06667,Kafir Qala,Herat,,AF
34.30157,62.2465,Injil,Herat,,AF
37.18897,68.93644,Imam Sahib,Kunduz,,AF
35.60918,68.68473,Doshi,Wilayat-e Baghlan,,AF
34.55132,65.79302,Dowlatyar,Ghowr,,AF
34.9504,70.07102,Dowlat Shah,Laghman,,AF
36.98821,66.82069,Dowlatabad,Balkh,,AF
36.43259,64.92071,Dowlatabad,Faryab,,AF
32.14237,61.4469,Du Qal`ah,Farah,,AF
35.56277,67.82191,Duab,Samangan,,AF
32.43205,65.63484,De Narkhel Kelay,Kandahar,,AF
35.95806,67.27998,Dehi,Samangan,,AF
35.69031,69.31511,Deh-e Salah,Wilayat-e Baghlan,,AF
34.74767,69.04784,Deh-e Now,Kabul,,AF
36.66319,66.99339,Dehdadi,Balkh,,AF
33.28159,69.58531,Dwah Manday,Khowst,,AF
37.1539,69.4435,Dasht-e Qal`ah,Takhar,,AF
33.02978,63.8395,Dasht-e Qal`ah,Farah,,AF
37.13333,69.16667,Dasht-e Archi,Kunduz,,AF
35.97744,65.37828,Darzab,Jowzjan,,AF
31.13231,64.1934,Markaz-e Hukumat-e Darweshan,Helmand,,AF
37.38414,69.45294,Darqad,Takhar,,AF
36.86667,70.38333,Darayim,Badakhshan,,AF
34.99249,71.41935,Dangam,Konar,,AF
34.79095,69.47504,Dandar,Parvan,,AF
35.90617,68.48869,Hukumati Dahanah-ye Ghori,Wilayat-e Baghlan,,AF
34.69246,70.92688,Tsowkey,Konar,,AF
35.41674,65.98234,Chiras,Sar-e Pol,,AF
34.34731,63.73966,Chisht-e Sharif,Herat,,AF
32.01583,65.10721,Chinar,Kandahar,,AF
36.67818,66.80325,Chimtal,Balkh,,AF
33.79712,68.93749,Charkh,Lowgar,,AF
35.01361,69.17139,Charikar,Parvan,,AF
36.69132,68.79093,Dowr-e Rabat,Kunduz,,AF
33.83003,69.9192,Tsaperai,Paktia,,AF
33.80298,69.81671,Tsamkani,Paktia,,AF
34.34099,69.4377,Chakaray,Kabul,,AF
36.91112,71.0688,Chakaran,Badakhshan,,AF
33.55267,68.29828,Chahar Qal`ah,Ghazni,,AF
34.24475,62.19165,Chahar Burj,Herat,,AF
37.39773,69.81464,Chah Ab,Takhar,,AF
34.51952,65.25093,Fayroz Koh,Ghowr,,AF
34.87706,68.0879,Bulolah,Bamian,,AF
35.84026,65.2309,Bal Chiragh,Faryab,,AF
35.39205,68.22317,Bazar-e Talah,Wilayat-e Baghlan,,AF
34.24749,70.87218,Basawul,Nangarhar,,AF
36.22242,69.15037,Burkah,Wilayat-e Baghlan,,AF
35.67283,71.34339,Barg-e Matal,Nurestan,,AF
33.96744,68.9492,Baraki Barak,Lowgar,,AF
35.63348,69.26019,Banu,Wilayat-e Baghlan,,AF
34.82156,67.82734,Bamyan,Bamian,,AF
36.75635,66.8972,Balkh,Balkh,,AF
37.00254,70.90664,Baharak,Badakhshan,,AF
34.49376,69.27427,Bagrami,Kabul,,AF
36.13068,68.70829,Baghlan,Wilayat-e Baghlan,,AF
34.17355,69.64573,Hukumati Azrah,Lowgar,,AF
37.08571,69.47958,Art Khwajah,Takhar,,AF
31.73506,67.3574,`Alaqahdari Atghar,Zabul,,AF
35.03333,71.35809,Asmar,Konar,,AF
36.68333,71.53333,Ashkasham,Badakhshan,,AF
34.87311,71.14697,Asadabad,Konar,,AF
36.905,66.18341,Aqchah,Jowzjan,,AF
36.95293,65.12376,Andkhoy,Faryab,,AF
35.23251,69.37719,'Unabah,Panjshir,,AF
32.7587,61.65397,Anar Darah,Farah,,AF
30.21144,66.04765,Amanzi,Kandahar,,AF
35.84616,64.53074,`Alaqahdari-ye Almar,Faryab,,AF
33.4362,70.06711,`Ali Sher `Alaqahdari,Khowst,,AF
34.83529,70.3593,Wuluswali `Alingar,Laghman,,AF
33.94253,69.71908,`Ali Khel,Paktia,,AF
33.05195,68.65,`Alaqahdari Yosuf Khel,Paktika,,AF
30.43206,63.29802,`Alaqahdari Dishu,Helmand,,AF
34.8965,69.72049,Alah Say,Kapisa,,AF
34.20011,70.27806,Pachir wa Agam,Nangarhar,,AF
36.66172,69.35095,Afaki,Takhar,,AF
33.64573,62.26959,Adraskan,Herat,,AF
35.08796,63.0678,Ab-e Kamari,Badghis,,AF
33.92232,65.93398,Khadir,Daykundi,,AF
34.95076,69.2287,Ghulam `Ali,Parvan,,AF
34.8529,69.17062,Qarah Bagh Bazar,Kabul,,AF
34.78764,69.05878,Zargaran,Kabul,,AF
34.68474,69.02863,Surkh Bilandi,Kabul,,AF
34.59972,69.25993,Pul-e Sangi,Kabul,,AF
35.99474,68.05081,Langar,Samangan,,AF
35.22156,69.21397,Bagh-e Maidan,Parvan,,AF
35.05352,69.25654,Ibrahim Khan,Parvan,,AF
37.21528,67.63972,Qaranghu Toghai,Balkh,,AF
35.31292,69.51519,Bazarak,Panjshir,,AF
35.01468,69.59934,Sherwani-ye Bala,Kapisa,,AF
35.2973,69.68125,Kiraman,Panjshir,,AF
32.79331,69.0866,`Alaqahdari Sarobi,Paktika,,AF
33.15806,69.31278,Zerok-Alakadari,Paktika,,AF
32.28991,61.52194,Kushkak,Farah,,AF
32.85355,68.44971,Khayr Kot,Paktika,,AF
33.38278,66.27233,Chowney,Daykundi,,AF
34.91914,71.09863,Wutahpur,Konar,,AF
34.96597,71.2746,Karbori,Konar,,AF
34.41204,70.29634,Sultanpur-e `Ulya,Nangarhar,,AF
31.66144,65.66098,Babasakhib,Kandahar,,AF
34.58469,68.95524,Chandal Ba'i,Kabul,,AF
34.92891,68.46273,Dahan-e Jarf,Parvan,,AF
34.39561,68.86618,Maydanshakhr,Vardak,,AF
34.15599,64.78566,Du Lainah,Ghowr,,AF
36.83006,65.04299,Qaram Qol,Faryab,,AF
35.61794,69.47134,Pul-e Hisar,Wilayat-e Baghlan,,AF
36.02634,66.83799,Lab-Sar,Balkh,,AF
36.61922,69.62805,Taqchah Khanah,Takhar,,AF
37.52845,70.4482,March,Badakhshan,,AF
37.59233,70.55814,Ziraki,Badakhshan,,AF
36.52115,68.89985,Aliabad,Kunduz,,AF
37.47355,70.61617,Pas Pul,Badakhshan,,AF
34.39951,69.16705,Qal`ah-ye Na`im,Kabul,,AF
34.12583,70.70778,Markaz-e Woluswali-ye Achin,Nangarhar,,AF
34.99015,70.91302,Manogay,Konar,,AF
32.97704,69.37308,Ster Giyan,Paktika,,AF
34.26545,67.34516,Cool urhajo,Bamian,,AF
33.17568,68.73045,Sharan,Paktika,Sharan,AF
33.67067,69.32983,Salam Khel,Paktia,,AF
17.11717,-61.84573,Saint John's,Saint John,,AG
17.08333,-61.81667,Potters Village,Saint John,,AG
17.11667,-61.8,Piggotts,Saint George,,AG
17.09682,-61.77046,Parham,Saint Peter,,AG
17.03333,-61.78333,Liberta,Saint Paul,,AG
17.02741,-61.78136,Falmouth,Saint Paul,,AG
17.63333,-61.83333,Codrington,Barbuda,,AG
17.06565,-61.87466,Bolands,Saint Mary,,AG
17.06671,-61.79303,All Saints,Saint Peter,,AG
18.21704,-63.05783,The Valley,,,AI
18.2,-63.03333,The Farrington,,,AI
18.21667,-63.03333,Stoney Ground,,,AI
18.25601,-63.0102,Island Harbour,,,AI
18.2,-63.06667,George Hill,,,AI
39.72833,20.05444,Xarre,Vlore,Rrethi i Sarandes,AL
39.87556,20.00528,Sarande,Vlore,Rrethi i Sarandes,AL
39.91028,20.09222,Mesopotam,Vlore,Rrethi i Delvines,AL
39.73278,20.19528,Markat,Vlore,Rrethi i Sarandes,AL
39.78917,20.12194,Livadhja,Vlore,Rrethi i Sarandes,AL
39.65889,20.18139,Konispol,Vlore,Rrethi i Sarandes,AL
39.90778,20.35833,Kakavije,Gjirokaster,Rrethi i Gjirokastres,AL
39.90639,20.05833,Finiq,Vlore,Rrethi i Delvines,AL
39.83611,20.16861,Dhiver,Vlore,Rrethi i Sarandes,AL
39.95111,20.09778,Delvine,Vlore,Rrethi i Delvines,AL
39.85861,20.07917,Aliko,Vlore,Rrethi i Sarandes,AL
40.89139,20.68139,Bucimas,Korce,Rrethi i Pogradecit,AL
40.67778,20.28694,Zhepe,Berat,Rrethi i Skraparit,AL
41.50222,20.36056,Zerqan,Diber,Rrethi i Bulqizes,AL
40.98083,20.28083,Zavaline,Elbasan,Rrethi i Elbasanit,AL
42.05056,20.5525,Zapod,Kukes,Rrethi i Kukesit,AL
41.87611,20.32,Zall-Rec,Diber,Rrethi i Dibres,AL
41.80667,20.33611,Zall-Dardhe,Diber,Rrethi i Dibres,AL
41.45472,20.02556,Xiber-Murrize,Diber,Rrethi i Matit,AL
40.79694,20.77694,Vreshtas,Korce,Rrethi i Korces,AL
40.63306,20.58889,Voskopoje,Korce,Rrethi i Korces,AL
40.61194,20.69028,Voskop,Korce,Rrethi i Korces,AL
40.525,20.5825,Vithkuq,Korce,Rrethi i Korces,AL
40.20472,20.25944,Vithkuq,Gjirokaster,Rrethi i Gjirokastres,AL
40.62889,20.05389,Vertop,Berat,Rrethi i Beratit,AL
40.00667,20.00889,Vergo,Vlore,Rrethi i Delvines,AL
40.50722,20.13472,Vendresha e Vogel,Berat,Rrethi i Skraparit,AL
40.95472,20.46222,Velcan,Korce,Rrethi i Pogradecit,AL
41.90833,20.34694,Ujmisht,Kukes,Rrethi i Kukesit,AL
40.96333,20.63917,Udenisht,Korce,Rrethi i Pogradecit,AL
40.83417,20.11194,Tunje,Elbasan,Rrethi i Gramshit,AL
41.02472,20.07833,Tregan,Elbasan,Rrethi i Elbasanit,AL
41.41111,20.53556,Trebisht-Mucine,Diber,Rrethi i Bulqizes,AL
40.91333,20.55306,Trebinje,Korce,Rrethi i Pogradecit,AL
40.37722,20.21333,Topojan,Gjirokaster,,AL
41.69083,20.42167,Tomin,Diber,Rrethi i Dibres,AL
40.29583,20.01917,Tepelene,Gjirokaster,Rrethi i Tepelenes,AL
41.99222,20.34417,Surroj,Kukes,Rrethi i Kukesit,AL
40.88472,20.09944,Sult,Elbasan,Rrethi i Gramshit,AL
40.37528,20.15472,Suke,Gjirokaster,Rrethi i Permetit,AL
41.57694,20.05139,Suc,Diber,Rrethi i Matit,AL
41.00528,20.42306,Stravaj,Elbasan,Rrethi i Librazhdit,AL
41.33722,20.47,Stebleve,Elbasan,Rrethi i Librazhdit,AL
41.80111,20.40833,Sllove,Diber,Rrethi i Dibres,AL
40.10722,20.36639,Skore,Gjirokaster,Rrethi i Gjirokastres,AL
40.77611,20.24056,Skenderbegas,Elbasan,Rrethi i Gramshit,AL
41.0975,20.14833,Shushice,Elbasan,Rrethi i Elbasanit,AL
41.53,20.42361,Shupenze,Diber,Rrethi i Bulqizes,AL
42.04056,20.43417,Shtiqen,Kukes,Rrethi i Kukesit,AL
41.98,20.60583,Shishtavec,Kukes,Rrethi i Kukesit,AL
41.05194,20.05333,Shirgjan,Elbasan,Rrethi i Elbasanit,AL
41.92611,20.18833,Shengjin,Lezhe,Rrethi i Lezhes,AL
42.10417,20.23833,Shenmeri,Kukes,Rrethi i Kukesit,AL
41.6275,20.27917,Selishte,Diber,Rrethi i Dibres,AL
40.10528,20.22944,Saraqinishte,Gjirokaster,Rrethi i Gjirokastres,AL
41.68361,20.01917,Rukaj,Diber,Rrethi i Matit,AL
41.09028,20.57639,Rajce,Elbasan,Rrethi i Librazhdit,AL
40.73278,20.03944,Roshnik,Berat,Rrethi i Beratit,AL
41.08389,20.43806,Qukes-Skenderbe,Elbasan,Rrethi i Librazhdit,AL
40.1175,20.19972,Qestorat,Gjirokaster,Rrethi i Gjirokastres,AL
42.09333,20.09056,Qafemal,Shkoder,Rrethi i Pukes,AL
41.06667,20.53528,Perrenjas-Fshat,Elbasan,,AL
41.07306,20.54889,Perrenjas,Elbasan,Rrethi i Librazhdit,AL
40.98611,20.5025,Proptisht,Korce,Rrethi i Pogradecit,AL
40.69417,20.94028,Proger,Korce,Rrethi i Devollit,AL
40.48833,20.37333,Potom,Berat,Rrethi i Skraparit,AL
40.94194,20.29861,Porocan,Elbasan,Rrethi i Gramshit,AL
41.13333,20.25833,Polis-Gostime,Elbasan,Rrethi i Librazhdit,AL
40.61222,20.09806,Polican,Berat,Rrethi i Beratit,AL
40.72583,20.8375,Pojan,Korce,Rrethi i Korces,AL
40.9025,20.6525,Pogradec,Korce,Rrethi i Pogradecit,AL
40.88111,20.18278,Pishaj,Elbasan,Rrethi i Gramshit,AL
40.785,20.70611,Pirg,Korce,Rrethi i Korces,AL
40.19944,20.40611,Gjinkar,Gjirokaster,,AL
40.20944,20.41833,Petran,Gjirokaster,Rrethi i Permetit,AL
41.685,20.42889,Peshkopi,Diber,,AL
40.23361,20.35167,Permet,Gjirokaster,Rrethi i Permetit,AL
41.43083,20.45556,Ostreni i Math,Diber,Rrethi i Bulqizes,AL
41.83333,20.08333,Orosh,Lezhe,Rrethi i Mirdites,AL
41.28472,20.21194,Orenje,Elbasan,Rrethi i Librazhdit,AL
40.13333,20.16667,Odrie,Gjirokaster,Rrethi i Gjirokastres,AL
40.76139,20.69833,Novosele,Korce,Rrethi i Kolonjes,AL
40.16667,20.04833,Picar,Gjirokaster,Rrethi i Gjirokastres,AL
40.92694,20.00361,Mollas,Elbasan,Rrethi i Elbasanit,AL
40.42556,20.67444,Mollas,Korce,Rrethi i Kolonjes,AL
40.56028,20.74028,Mollaj,Korce,Rrethi i Korces,AL
40.50917,20.92833,Miras,Korce,Rrethi i Devollit,AL
41.65417,20.46528,Melan,Diber,Rrethi i Dibres,AL
41.4,20.2,Martanesh,Diber,Rrethi i Bulqizes,AL
41.58889,20.48306,Maqellare,Diber,Rrethi i Dibres,AL
40.70583,20.69972,Maliq,Korce,Rrethi i Korces,AL
41.68861,20.11028,Macukull,Diber,Rrethi i Dibres,AL
41.28917,20.32361,Lunik,Elbasan,Rrethi i Librazhdit,AL
42.34139,20.10861,Llugaj,Kukes,Rrethi i Tropojes,AL
41.6275,20.08528,Lis,Diber,Rrethi i Matit,AL
40.78667,20.90222,Liqenas,Korce,Rrethi i Korces,AL
41.17944,20.315,Librazhd,Elbasan,Rrethi i Librazhdit,AL
40.70444,20.70861,Libonik,Korce,Rrethi i Korces,AL
40.03111,20.26306,Libohove,Gjirokaster,Rrethi i Gjirokastres,AL
40.15139,20.59722,Leskovik,Korce,Rrethi i Kolonjes,AL
40.53694,20.31333,Leshnje,Berat,Rrethi i Skraparit,AL
40.76667,20.39139,Lenias,Elbasan,Rrethi i Gramshit,AL
40.60222,20.5125,Lekas,Korce,Rrethi i Korces,AL
40.04667,20.1475,Lazarat,Gjirokaster,Rrethi i Gjirokastres,AL
41.20083,20.15222,Labinot-Mal,Elbasan,Rrethi i Elbasanit,AL
41.14056,20.14611,Labinot-Fushe,Elbasan,Rrethi i Elbasanit,AL
40.78889,20.18889,Kushove,Elbasan,Rrethi i Gramshit,AL
41.77972,20.08361,Kurbnesh,Lezhe,,AL
40.86778,20.36361,Kukur,Elbasan,Rrethi i Gramshit,AL
42.07694,20.42194,Kukes,Kukes,,AL
41.81194,20.05889,Kthella e Eperme,Lezhe,Rrethi i Mirdites,AL
42.19694,20.41333,Krume,Kukes,Rrethi i Hasit,AL
40.61861,20.78083,Korce,Korce,Rrethi i Korces,AL
42.07806,20.34194,Kolsh,Kukes,Rrethi i Kukesit,AL
40.80556,20.25111,Kodovjat,Elbasan,Rrethi i Gramshit,AL
41.50694,20.08667,Klos,Diber,Rrethi i Matit,AL
40.94611,20.00972,Klos,Elbasan,Rrethi i Elbasanit,AL
40.31306,20.18944,Kelcyre,Gjirokaster,Rrethi i Permetit,AL
41.72944,20.37722,Kastriot,Diber,Rrethi i Dibres,AL
